dataset,attack_type,poisoning_rate,defense,seed
Android,label_flipping,0.2,E3_Anomaly_Only,2026
Android,label_flipping,0.2,E4_PoisonShield,42
Android,label_flipping,0.2,E4_PoisonShield,123
Android,label_flipping,0.2,E4_PoisonShield,2026
Android,feature_poisoning,0.01,E1_No_Defense,42
Android,feature_poisoning,0.01,E1_No_Defense,123
Android,feature_poisoning,0.01,E1_No_Defense,2026
Android,feature_poisoning,0.01,E2_Integrity_Only,42
Android,feature_poisoning,0.01,E2_Integrity_Only,123
Android,feature_poisoning,0.01,E2_Integrity_Only,2026
Android,feature_poisoning,0.01,E3_Anomaly_Only,42
Android,feature_poisoning,0.01,E3_Anomaly_Only,123
Android,feature_poisoning,0.01,E3_Anomaly_Only,2026
Android,feature_poisoning,0.01,E4_PoisonShield,42
Android,feature_poisoning,0.01,E4_PoisonShield,123
Android,feature_poisoning,0.01,E4_PoisonShield,2026
Android,feature_poisoning,0.05,E1_No_Defense,42
Android,feature_poisoning,0.05,E1_No_Defense,123
Android,feature_poisoning,0.05,E1_No_Defense,2026
Android,feature_poisoning,0.05,E2_Integrity_Only,42
Android,feature_poisoning,0.05,E2_Integrity_Only,123
Android,feature_poisoning,0.05,E2_Integrity_Only,2026
Android,feature_poisoning,0.05,E3_Anomaly_Only,42
Android,feature_poisoning,0.05,E3_Anomaly_Only,123
Android,feature_poisoning,0.05,E3_Anomaly_Only,2026
Android,feature_poisoning,0.05,E4_PoisonShield,42
Android,feature_poisoning,0.05,E4_PoisonShield,123
Android,feature_poisoning,0.05,E4_PoisonShield,2026
Android,feature_poisoning,0.1,E1_No_Defense,42
Android,feature_poisoning,0.1,E1_No_Defense,123
Android,feature_poisoning,0.1,E1_No_Defense,2026
Android,feature_poisoning,0.1,E2_Integrity_Only,42
Android,feature_poisoning,0.1,E2_Integrity_Only,123
Android,feature_poisoning,0.1,E2_Integrity_Only,2026
Android,feature_poisoning,0.1,E3_Anomaly_Only,42
Android,feature_poisoning,0.1,E3_Anomaly_Only,123
Android,feature_poisoning,0.1,E3_Anomaly_Only,2026
Android,feature_poisoning,0.1,E4_PoisonShield,42
Android,feature_poisoning,0.1,E4_PoisonShield,123
Android,feature_poisoning,0.1,E4_PoisonShield,2026
Android,feature_poisoning,0.2,E1_No_Defense,42
Android,feature_poisoning,0.2,E1_No_Defense,123
Android,feature_poisoning,0.2,E1_No_Defense,2026
Android,feature_poisoning,0.2,E2_Integrity_Only,42
Android,feature_poisoning,0.2,E2_Integrity_Only,123
Android,feature_poisoning,0.2,E2_Integrity_Only,2026
Android,feature_poisoning,0.2,E3_Anomaly_Only,42
Android,feature_poisoning,0.2,E3_Anomaly_Only,123
Android,feature_poisoning,0.2,E3_Anomaly_Only,2026
Android,feature_poisoning,0.2,E4_PoisonShield,42
Android,feature_poisoning,0.2,E4_PoisonShield,123
Android,feature_poisoning,0.2,E4_PoisonShield,2026
Android,missing_value_injection,0.01,E1_No_Defense,42
Android,missing_value_injection,0.01,E1_No_Defense,123
Android,missing_value_injection,0.01,E1_No_Defense,2026
Android,missing_value_injection,0.01,E2_Integrity_Only,42
Android,missing_value_injection,0.01,E2_Integrity_Only,123
Android,missing_value_injection,0.01,E2_Integrity_Only,2026
Android,missing_value_injection,0.01,E3_Anomaly_Only,42
Android,missing_value_injection,0.01,E3_Anomaly_Only,123
Android,missing_value_injection,0.01,E3_Anomaly_Only,2026
Android,missing_value_injection,0.01,E4_PoisonShield,42
Android,missing_value_injection,0.01,E4_PoisonShield,123
Android,missing_value_injection,0.01,E4_PoisonShield,2026
Android,missing_value_injection,0.05,E1_No_Defense,42
Android,missing_value_injection,0.05,E1_No_Defense,123
Android,missing_value_injection,0.05,E1_No_Defense,2026
Android,missing_value_injection,0.05,E2_Integrity_Only,42
Android,missing_value_injection,0.05,E2_Integrity_Only,123
Android,missing_value_injection,0.05,E2_Integrity_Only,2026
Android,missing_value_injection,0.05,E3_Anomaly_Only,42
Android,missing_value_injection,0.05,E3_Anomaly_Only,123
Android,missing_value_injection,0.05,E3_Anomaly_Only,2026
Android,missing_value_injection,0.05,E4_PoisonShield,42
Android,missing_value_injection,0.05,E4_PoisonShield,123
Android,missing_value_injection,0.05,E4_PoisonShield,2026
Android,missing_value_injection,0.1,E1_No_Defense,42
Android,missing_value_injection,0.1,E1_No_Defense,123
Android,missing_value_injection,0.1,E1_No_Defense,2026
Android,missing_value_injection,0.1,E2_Integrity_Only,42
Android,missing_value_injection,0.1,E2_Integrity_Only,123
Android,missing_value_injection,0.1,E2_Integrity_Only,2026
Android,missing_value_injection,0.1,E3_Anomaly_Only,42
Android,missing_value_injection,0.1,E3_Anomaly_Only,123
Android,missing_value_injection,0.1,E3_Anomaly_Only,2026
Android,missing_value_injection,0.1,E4_PoisonShield,42
Android,missing_value_injection,0.1,E4_PoisonShield,123
Android,missing_value_injection,0.1,E4_PoisonShield,2026
Android,missing_value_injection,0.2,E1_No_Defense,42
Android,missing_value_injection,0.2,E1_No_Defense,123
Android,missing_value_injection,0.2,E1_No_Defense,2026
Android,missing_value_injection,0.2,E2_Integrity_Only,42
Android,missing_value_injection,0.2,E2_Integrity_Only,123
Android,missing_value_injection,0.2,E2_Integrity_Only,2026
Android,missing_value_injection,0.2,E3_Anomaly_Only,42
Android,missing_value_injection,0.2,E3_Anomaly_Only,123
Android,missing_value_injection,0.2,E3_Anomaly_Only,2026
Android,missing_value_injection,0.2,E4_PoisonShield,42
Android,missing_value_injection,0.2,E4_PoisonShield,123
Android,missing_value_injection,0.2,E4_PoisonShield,2026
Android,outlier_injection,0.01,E1_No_Defense,42
Android,outlier_injection,0.01,E1_No_Defense,123
Android,outlier_injection,0.01,E1_No_Defense,2026
Android,outlier_injection,0.01,E2_Integrity_Only,42
Android,outlier_injection,0.01,E2_Integrity_Only,123
Android,outlier_injection,0.01,E2_Integrity_Only,2026
Android,outlier_injection,0.01,E3_Anomaly_Only,42
Android,outlier_injection,0.01,E3_Anomaly_Only,123
Android,outlier_injection,0.01,E3_Anomaly_Only,2026
Android,outlier_injection,0.01,E4_PoisonShield,42
Android,outlier_injection,0.01,E4_PoisonShield,123
Android,outlier_injection,0.01,E4_PoisonShield,2026
Android,outlier_injection,0.05,E1_No_Defense,42
Android,outlier_injection,0.05,E1_No_Defense,123
Android,outlier_injection,0.05,E1_No_Defense,2026
Android,outlier_injection,0.05,E2_Integrity_Only,42
Android,outlier_injection,0.05,E2_Integrity_Only,123
Android,outlier_injection,0.05,E2_Integrity_Only,2026
Android,outlier_injection,0.05,E3_Anomaly_Only,42
Android,outlier_injection,0.05,E3_Anomaly_Only,123
Android,outlier_injection,0.05,E3_Anomaly_Only,2026
Android,outlier_injection,0.05,E4_PoisonShield,42
Android,outlier_injection,0.05,E4_PoisonShield,123
Android,outlier_injection,0.05,E4_PoisonShield,2026
Android,outlier_injection,0.1,E1_No_Defense,42
Android,outlier_injection,0.1,E1_No_Defense,123
Android,outlier_injection,0.1,E1_No_Defense,2026
Android,outlier_injection,0.1,E2_Integrity_Only,42
Android,outlier_injection,0.1,E2_Integrity_Only,123
Android,outlier_injection,0.1,E2_Integrity_Only,2026
Android,outlier_injection,0.1,E3_Anomaly_Only,42
Android,outlier_injection,0.1,E3_Anomaly_Only,123
Android,outlier_injection,0.1,E3_Anomaly_Only,2026
Android,outlier_injection,0.1,E4_PoisonShield,42
Android,outlier_injection,0.1,E4_PoisonShield,123
Android,outlier_injection,0.1,E4_PoisonShield,2026
Android,outlier_injection,0.2,E1_No_Defense,42
Android,outlier_injection,0.2,E1_No_Defense,123
Android,outlier_injection,0.2,E1_No_Defense,2026
Android,outlier_injection,0.2,E2_Integrity_Only,42
Android,outlier_injection,0.2,E2_Integrity_Only,123
Android,outlier_injection,0.2,E2_Integrity_Only,2026
Android,outlier_injection,0.2,E3_Anomaly_Only,42
Android,outlier_injection,0.2,E3_Anomaly_Only,123
Android,outlier_injection,0.2,E3_Anomaly_Only,2026
Android,outlier_injection,0.2,E4_PoisonShield,42
Android,outlier_injection,0.2,E4_PoisonShield,123
Android,outlier_injection,0.2,E4_PoisonShield,2026
Android,sample_duplication,0.01,E1_No_Defense,42
Android,sample_duplication,0.01,E1_No_Defense,123
Android,sample_duplication,0.01,E1_No_Defense,2026
Android,sample_duplication,0.01,E2_Integrity_Only,42
Android,sample_duplication,0.01,E2_Integrity_Only,123
Android,sample_duplication,0.01,E2_Integrity_Only,2026
Android,sample_duplication,0.01,E3_Anomaly_Only,42
Android,sample_duplication,0.01,E3_Anomaly_Only,123
Android,sample_duplication,0.01,E3_Anomaly_Only,2026
Android,sample_duplication,0.01,E4_PoisonShield,42
Android,sample_duplication,0.01,E4_PoisonShield,123
Android,sample_duplication,0.01,E4_PoisonShield,2026
Android,sample_duplication,0.05,E1_No_Defense,42
Android,sample_duplication,0.05,E1_No_Defense,123
Android,sample_duplication,0.05,E1_No_Defense,2026
Android,sample_duplication,0.05,E2_Integrity_Only,42
Android,sample_duplication,0.05,E2_Integrity_Only,123
Android,sample_duplication,0.05,E2_Integrity_Only,2026
Android,sample_duplication,0.05,E3_Anomaly_Only,42
Android,sample_duplication,0.05,E3_Anomaly_Only,123
Android,sample_duplication,0.05,E3_Anomaly_Only,2026
Android,sample_duplication,0.05,E4_PoisonShield,42
Android,sample_duplication,0.05,E4_PoisonShield,123
Android,sample_duplication,0.05,E4_PoisonShield,2026
Android,sample_duplication,0.1,E1_No_Defense,42
Android,sample_duplication,0.1,E1_No_Defense,123
Android,sample_duplication,0.1,E1_No_Defense,2026
Android,sample_duplication,0.1,E2_Integrity_Only,42
Android,sample_duplication,0.1,E2_Integrity_Only,123
Android,sample_duplication,0.1,E2_Integrity_Only,2026
Android,sample_duplication,0.1,E3_Anomaly_Only,42
Android,sample_duplication,0.1,E3_Anomaly_Only,123
Android,sample_duplication,0.1,E3_Anomaly_Only,2026
Android,sample_duplication,0.1,E4_PoisonShield,42
Android,sample_duplication,0.1,E4_PoisonShield,123
Android,sample_duplication,0.1,E4_PoisonShield,2026
Android,sample_duplication,0.2,E1_No_Defense,42
Android,sample_duplication,0.2,E1_No_Defense,123
Android,sample_duplication,0.2,E1_No_Defense,2026
Android,sample_duplication,0.2,E2_Integrity_Only,42
Android,sample_duplication,0.2,E2_Integrity_Only,123
Android,sample_duplication,0.2,E2_Integrity_Only,2026
Android,sample_duplication,0.2,E3_Anomaly_Only,42
Android,sample_duplication,0.2,E3_Anomaly_Only,123
Android,sample_duplication,0.2,E3_Anomaly_Only,2026
Android,sample_duplication,0.2,E4_PoisonShield,42
Android,sample_duplication,0.2,E4_PoisonShield,123
Android,sample_duplication,0.2,E4_PoisonShield,2026
