variable,count,mean,std,min,25%,50%,75%,max
isAdminActive,11598.0,4.607432315916538,88.70265328683062,0.0,0.0,0.0,0.0,3773.0
isBluetoothA2dpOn,11598.0,0.002500431108811864,0.04994390877905695,0.0,0.0,0.0,0.0,1.0
isBluetoothScoOn,11598.0,0.0006897740989825832,0.039390985267909476,0.0,0.0,0.0,0.0,3.0
isCameraSoundForced,11598.0,0.021038110018968787,0.4262316556299496,0.0,0.0,0.0,0.0,35.0
isImsSmsSupported,11598.0,0.04035178479048112,0.3881396080358326,0.0,0.0,0.0,0.0,17.0
isKeyguardLocked,11598.0,0.009053285049146405,0.8761373029890188,0.0,0.0,0.0,0.0,94.0
isKeyguardSecure,11598.0,0.000862217623728229,0.07656919698341311,0.0,0.0,0.0,0.0,8.0
isPackageAvailable,11598.0,8.62217623728229e-05,0.009285567423309297,0.0,0.0,0.0,0.0,1.0
isProviderEnabled,11598.0,0.08216933954130022,1.0135195711658727,0.0,0.0,0.0,0.0,72.0
isSafeMode,11598.0,0.0006897740989825832,0.029356705243049144,0.0,0.0,0.0,0.0,2.0
isScanAlwaysAvailable,11598.0,0.005000862217623728,0.25289731818979017,0.0,0.0,0.0,0.0,17.0
isScreenOn,11598.0,2.9914640455250905,16.42342560991401,0.0,0.0,1.0,3.0,862.0
isSpeakerphoneOn,11598.0,0.3863597171926194,0.9785014273415577,0.0,0.0,0.0,1.0,46.0
isSpellCheckerEnabled,11598.0,0.7448698051388171,5.417580897839408,0.0,0.0,0.0,0.0,179.0
isSyncActive,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
isWakeLockLevelSupported,11598.0,0.0001724435247456458,0.013131209200943515,0.0,0.0,0.0,0.0,1.0
lgetxattr,11598.0,0.0022417658216933953,0.24142475300604183,0.0,0.0,0.0,0.0,26.0
link,11598.0,0.0003448870494912916,0.026262418401887026,0.0,0.0,0.0,0.0,2.0
listen,11598.0,0.3513536816692533,0.5776165854820151,0.0,0.0,0.0,1.0,15.0
locationCallbackFinished,11598.0,0.02112433178134161,0.22704609673681364,0.0,0.0,0.0,0.0,6.0
lseek,11598.0,69.67709949991378,209.69566217987207,0.0,8.0,10.0,39.0,8425.0
lstat64,11598.0,92.04440420762201,1196.162965329165,0.0,3.0,10.0,25.0,33625.0
madvise,11598.0,282.32195206070014,489.1355690227875,0.0,60.0,126.0,323.0,19644.0
mkdir,11598.0,8.211760648387653,19.02069942527097,0.0,2.0,3.0,7.0,976.0
mknod,11598.0,0.007587515088808415,0.3827950625348044,0.0,0.0,0.0,0.0,27.0
mlock,11598.0,0.012847042593550613,0.6792789058328115,0.0,0.0,0.0,0.0,61.0
mmap2,11598.0,296.41662355578546,529.4007692827001,0.0,74.0,131.5,312.0,28438.0
mount,11598.0,0.0003448870494912916,0.03714226969323719,0.0,0.0,0.0,0.0,4.0
mprotect,11598.0,541.330488015175,1427.7634004594725,0.0,118.0,256.0,478.0,102345.0
mremap,11598.0,0.02853940334540438,0.6030557592907281,0.0,0.0,0.0,0.0,33.0
msync,11598.0,0.3498879117089153,1.3466303762378664,0.0,0.0,0.0,0.0,57.0
munlock,11598.0,0.0023279875840662182,0.127639720614133,0.0,0.0,0.0,0.0,12.0
munmap,11598.0,145.29910329367132,417.5552478999368,0.0,28.0,55.0,152.0,28287.0
nanosleep,11598.0,532.6765666587459,7865.595314065632,0.0,3.0,8.0,26.0,209886.9867881985
notifyAppWidgetViewDataChanged,11598.0,0.012071046732195206,0.2259965052977271,0.0,0.0,0.0,0.0,8.0
notifyChange,11598.0,0.7008967063286774,30.46422947421234,0.0,0.0,0.0,0.0,2612.0
onChange,11598.0,0.0002586652871184687,0.0278567022699279,0.0,0.0,0.0,0.0,3.0
onClose,11598.0,0.0036213140196585617,0.06939538887789581,0.0,0.0,0.0,0.0,3.0
onFinished,11598.0,0.000862217623728229,0.03473420903880388,0.0,0.0,0.0,0.0,2.0
onGetSentenceSuggestionsMultiple,11598.0,0.2007242628039317,2.9189079498287334,0.0,0.0,0.0,0.0,49.0
onRectangleOnScreenRequested,11598.0,1.0508708397999655,10.673766479959996,0.0,0.0,0.0,0.0,201.0
onRequestContinued,11598.0,0.0007759958613554061,0.038279160531593664,0.0,0.0,0.0,0.0,3.0
onResult,11598.0,0.0009484393861010519,0.04254307847927992,0.0,0.0,0.0,0.0,3.0
open,11598.0,373.3486808070357,1084.0172274836389,0.0,37.0,59.0,480.0,63150.0
openSession,11598.0,0.6784790481117434,0.46763384720993756,0.0,0.0,1.0,1.0,2.0
partiallyUpdateAppWidgetIds,11598.0,0.0003448870494912916,0.037142269693237195,0.0,0.0,0.0,0.0,4.0
performDeferredDestroy,11598.0,0.2007242628039317,1.1801114757936462,0.0,0.0,0.0,0.0,34.0
pingSupplicant,11598.0,0.0001724435247456458,0.018571134846618598,0.0,0.0,0.0,0.0,2.0
pipe,11598.0,10.595706156233833,26.67845328094115,0.0,2.0,2.0,9.0,530.0
pipe2,11598.0,0.008967063286773581,0.32368856736866997,0.0,0.0,0.0,0.0,29.0
play,11598.0,0.0002586652871184687,0.020762443799579814,0.0,0.0,0.0,0.0,2.0
playSoundEffect,11598.0,0.0003448870494912916,0.02274326770504683,0.0,0.0,0.0,0.0,2.0
playSoundEffectVolume,11598.0,0.0001724435247456458,0.018571134846618598,0.0,0.0,0.0,0.0,2.0
poll,11598.0,7.005259527504742,91.66324006924552,0.0,0.0,1.0,4.0,8616.0
prctl,11598.0,142.47827211588205,207.2277487002769,0.0,92.0,104.0,142.0,8348.0
pread64,11598.0,125.1189860320745,757.0772222695463,0.0,16.0,27.0,84.0,54223.0
prepareVpn,11598.0,0.0006897740989825832,0.034738061712651216,0.0,0.0,0.0,0.0,2.0
ptrace,11598.0,0.05871702017589239,1.325814228007212,0.0,0.0,0.0,0.0,91.0
pwrite64,11598.0,104.74150715640627,677.1865573407365,0.0,0.0,0.0,35.0,33382.0
queryContentProviders,11598.0,0.0002586652871184687,0.01608168766387291,0.0,0.0,0.0,0.0,1.0
queryIntentActivities,11598.0,1.1020865666494224,21.431581328408537,0.0,0.0,0.0,0.0,1206.0
queryIntentContentProviders,11598.0,0.0020693222969477496,0.1203421067898805,0.0,0.0,0.0,0.0,12.0
queryIntentReceivers,11598.0,0.6270908777375409,31.456108759805613,0.0,0.0,0.0,0.0,2413.0
queryIntentServices,11598.0,0.4977582341783066,15.804579202978724,0.0,0.0,0.0,0.0,1207.0
read,11331.0,2784.1352912008997,17212.78373992045,0.0,61.0,452.0,1258.0,644392.0
readlink,11598.0,0.18494568028970512,0.7650809942790823,0.0,0.0,0.0,0.0,42.0
reassociate,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
recvfrom,11598.0,701.2896188998103,2655.553182196218,0.0,1.0,86.0,784.0,130234.0
recvmsg,11598.0,4.0465597516813245,14.46203802756883,0.0,0.0,0.0,3.0,809.0
reenableKeyguard,11598.0,0.0012933264355923435,0.05168590016520361,0.0,0.0,0.0,0.0,3.0
registerCallback,11598.0,0.9830143128125539,0.12988869002536518,0.0,1.0,1.0,1.0,2.0
registerContentObserver,11598.0,1.1004483531643388,6.513085227567736,0.0,0.0,0.0,1.0,325.0
registerInputDevicesChangedListener,11598.0,0.28530781169167097,0.45158038823567653,0.0,0.0,0.0,1.0,1.0
registerMediaButtonIntent,11598.0,0.0027590963959303327,0.0870663889499948,0.0,0.0,0.0,0.0,5.0
registerRemoteControlClient,11598.0,0.0010346611484738748,0.03215089035270296,0.0,0.0,0.0,0.0,1.0
registerSuggestionSpansForNotification,11598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relayout,11598.0,4.578634247284015,10.666759214489884,0.0,0.0,1.0,5.0,414.0
releaseMulticastLock,11598.0,0.0004311088118641145,0.03079505314874673,0.0,0.0,0.0,0.0,3.0
releaseWakeLock,11598.0,0.565700982928091,16.391054740518786,0.0,0.0,0.0,0.0,707.0
releaseWifiLock,11598.0,0.00801862390067253,0.22976987185819409,0.0,0.0,0.0,0.0,20.0
remove,11598.0,0.9793067770305225,3.1337497477948912,0.0,0.0,0.0,1.0,60.0
removeAccessibilityInteractionConnection,11598.0,0.020607001207104673,0.6417453597236751,0.0,0.0,0.0,0.0,22.0
removeActiveAdmin,11598.0,0.0001724435247456458,0.013131209200943517,0.0,0.0,0.0,0.0,1.0
removeGpsStatusListener,11598.0,0.0018106570098292809,0.05796257352406764,0.0,0.0,0.0,0.0,3.0
removePrimaryClipChangedListener,11598.0,8.62217623728229e-05,0.009285567423309297,0.0,0.0,0.0,0.0,1.0
removeStatusChangeListener,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
rename,11598.0,6.717106397654768,20.105389366122612,0.0,0.0,1.0,5.0,1192.0
requestLocationUpdates,11598.0,0.05983790308673909,0.4453851102820617,0.0,0.0,0.0,0.0,17.0
requestScanFile,11598.0,0.0006897740989825832,0.029356705243049144,0.0,0.0,0.0,0.0,2.0
resolveContentProvider,11598.0,0.12941886532160718,0.8208891237246132,0.0,0.0,0.0,0.0,27.0
resolveIntent,11598.0,0.292119330919124,2.8610773380429317,0.0,0.0,0.0,0.0,180.0
resolveService,11598.0,0.03974823245387136,0.4914265445675409,0.0,0.0,0.0,0.0,20.0
restorePackage,11598.0,0.0001724435247456458,0.013131209200943515,0.0,0.0,0.0,0.0,1.0
rmdir,11598.0,0.03552336609760304,0.42749396309845655,0.0,0.0,0.0,0.0,24.0
rt_sigprocmask,11598.0,0.0028453181583031556,0.16267841592779317,0.0,0.0,0.0,0.0,16.0
rt_sigtimedwait,11598.0,0.004742196930505259,0.07355235586371014,0.0,0.0,0.0,0.0,2.0
sched_get_priority_max,11598.0,0.003362648732540093,0.1522640655799449,0.0,0.0,0.0,0.0,11.0
sched_get_priority_min,11598.0,0.003362648732540093,0.1522640655799449,0.0,0.0,0.0,0.0,11.0
sched_getparam,11598.0,1.5561303673047078,10.069042330122315,0.0,0.0,0.0,0.0,163.0
sched_getscheduler,11598.0,1.5561303673047078,10.069042330122315,0.0,0.0,0.0,0.0,163.0
sched_setaffinity,11598.0,8.62217623728229e-05,0.009285567423309297,0.0,0.0,0.0,0.0,1.0
sched_setscheduler,11598.0,0.0038799793067770304,0.18821568615341683,0.0,0.0,0.0,0.0,16.0
sched_yield,11276.0,2575457.820411199,9430875.367867794,0.0,1.0,2.0,7.0,84644797.06930593
send,11598.0,0.19865494050698396,4.602190628055922,0.0,0.0,0.0,0.0,392.0
sendAccessibilityEvent,11598.0,1.6603724780134506,14.408366852993145,0.0,0.0,0.0,0.0,557.0
sendExtraCommand,11598.0,0.0001724435247456458,0.018571134846618594,0.0,0.0,0.0,0.0,2.0
sendMultipartText,11598.0,0.0002586652871184687,0.01608168766387291,0.0,0.0,0.0,0.0,1.0
sendText,11598.0,0.04604242110708743,0.9551200551947384,0.0,0.0,0.0,0.0,69.0
sendmsg,11598.0,4.027935851008794,14.434943389268934,0.0,0.0,0.0,3.0,808.0
sendto,11598.0,85.43990343162615,150.1831251500037,0.0,1.0,2.0,30.0,1491.0
set,11598.0,0.8823935161234696,2.4204081994634796,0.0,0.0,0.0,1.0,73.0
setApplicationEnabledSetting,11598.0,0.0002586652871184687,0.01608168766387291,0.0,0.0,0.0,0.0,1.0
setCallback,11598.0,0.0037937575444042075,0.08898703448031214,0.0,0.0,0.0,0.0,4.0
setComponentEnabledSetting,11598.0,0.12752198654940508,0.4787810200348297,0.0,0.0,0.0,0.0,19.0
setDimensionHints,11598.0,0.000862217623728229,0.037133861527771025,0.0,0.0,0.0,0.0,3.0
setDiscoveryRequest,11598.0,0.0055181927918606655,0.12515294968204912,0.0,0.0,0.0,0.0,5.0
setExtractedText,11598.0,0.0006897740989825832,0.0435495867856557,0.0,0.0,0.0,0.0,3.0
setFlashlightEnabled,11598.0,0.0001724435247456458,0.013131209200943517,0.0,0.0,0.0,0.0,1.0
setIconVisibility,11598.0,0.025780306949474047,0.2766052240343685,0.0,0.0,0.0,0.0,3.0
setInTouchMode,11598.0,0.22046904638730816,0.41458083112117616,0.0,0.0,0.0,0.0,1.0
setIsSyncable,11598.0,0.0009484393861010519,0.03346759550437973,0.0,0.0,0.0,0.0,2.0
setMetadata,11598.0,0.0002586652871184687,0.027856702269927897,0.0,0.0,0.0,0.0,3.0
setMobileDataEnabled,11598.0,0.07199517158130712,0.6310963967924873,0.0,0.0,0.0,0.0,24.0
setMode,11598.0,0.20607001207104672,1.9169956129248935,0.0,0.0,0.0,0.0,22.0
setNetworkPreference,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
setNightMode,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
setPlaybackState,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
setPlaybackStateForRcc,11598.0,0.0001724435247456458,0.013131209200943515,0.0,0.0,0.0,0.0,1.0
setPrimaryClip,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
setRadio,11598.0,8.62217623728229e-05,0.009285567423309297,0.0,0.0,0.0,0.0,1.0
setRingerMode,11598.0,0.03414381789963787,0.3790767079096059,0.0,0.0,0.0,0.0,6.0
setSpeakerphoneOn,11598.0,0.0001724435247456458,0.013131209200943515,0.0,0.0,0.0,0.0,1.0
setStreamMute,11598.0,0.003535092257285739,0.1170382176937023,0.0,0.0,0.0,0.0,10.0
setStreamVolume,11598.0,0.0038799793067770304,0.12692440403649152,0.0,0.0,0.0,0.0,10.0
setSyncAutomatically,11598.0,0.0011208829108466977,0.03594692575528918,0.0,0.0,0.0,0.0,2.0
setTextAfterCursor,11598.0,0.12381445076737368,1.6675540796308248,0.0,0.0,0.0,0.0,43.0
setTextBeforeCursor,11598.0,0.38135885497499566,4.58200409839217,0.0,0.0,0.0,0.0,95.0
setTransparentRegion,11598.0,0.06121745128470426,0.45344965687967603,0.0,0.0,0.0,0.0,32.0
setTransportControlInfo,11598.0,0.0001724435247456458,0.018571134846618598,0.0,0.0,0.0,0.0,2.0
setWallpaper,11598.0,0.0005173305742369374,0.026259587271104477,0.0,0.0,0.0,0.0,2.0
setWallpaperPosition,11598.0,0.0006897740989825832,0.03473806171265122,0.0,0.0,0.0,0.0,2.0
setWifiApConfiguration,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
setWifiApEnabled,11598.0,0.0038799793067770304,0.40866967033390567,0.0,0.0,0.0,0.0,44.0
setWifiEnabled,11598.0,0.07484048973961027,0.5694833857349089,0.0,0.0,0.0,0.0,11.0
setgid32,11598.0,0.003535092257285739,0.22610045552452562,0.0,0.0,0.0,0.0,16.0
setgroups32,11598.0,0.9829280910501811,0.1295449954267842,0.0,1.0,1.0,1.0,1.0
setitimer,11598.0,0.002414209346439041,0.09998378851878396,0.0,0.0,0.0,0.0,8.0
setpgid,11598.0,0.3360924297292637,1.2052424830157025,0.0,0.0,0.0,0.0,9.0
setpriority,11598.0,41.455250905328505,427.9754113075922,0.0,7.0,16.0,42.0,22566.0
setresgid32,11598.0,0.9856871874461114,0.2470179259660326,0.0,1.0,1.0,1.0,17.0
setresuid32,11598.0,0.9871529574064494,0.26051828315963416,0.0,1.0,1.0,1.0,17.0
setrlimit,11598.0,0.9830143128125539,0.12988869002536518,0.0,1.0,1.0,1.0,2.0
setsid,11598.0,0.0011208829108466977,0.04253888402971235,0.0,0.0,0.0,0.0,3.0
setsockopt,11598.0,25.924469736161406,129.36944464004958,0.0,0.0,3.0,21.0,11169.0
setuid32,11598.0,0.003535092257285739,0.22610045552452562,0.0,0.0,0.0,0.0,16.0
showSoftInput,11598.0,0.0028453181583031556,0.08656698922463331,0.0,0.0,0.0,0.0,6.0
showStrictModeViolation,11598.0,0.01008794619762028,0.19912278744107337,0.0,0.0,0.0,0.0,4.0
shutdown,11598.0,2.9558544576651147,33.04855886472915,0.0,0.0,0.0,0.0,872.0
sigaction,11598.0,10.87601310570788,42.69969463935561,0.0,1.0,1.0,1.0,930.0
sigaltstack,11598.0,39.98189342990171,54.128388119503875,0.0,11.0,22.0,47.0,2650.0
sigprocmask,11598.0,172.30341438178996,287.94357082845704,0.0,41.0,107.0,218.0,9396.0
sigsuspend,11598.0,0.03517847904811174,0.9270934226997137,0.0,0.0,0.0,0.0,45.0
socket,11598.0,19.931453698913607,52.949832763289365,0.0,1.0,4.0,19.0,1837.0
socketpair,11598.0,3.434299017071909,5.202441668540346,0.0,0.0,0.0,9.0,33.0
startBluetoothSco,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
startInput,11598.0,0.12528022072771167,0.3647586573287693,0.0,0.0,0.0,0.0,7.0
startScan,11598.0,0.0012933264355923435,0.04045592551670653,0.0,0.0,0.0,0.0,2.0
startWatchingRoutes,11598.0,0.002500431108811864,0.04994390877905695,0.0,0.0,0.0,0.0,1.0
startWifiDisplayScan,11598.0,8.62217623728229e-05,0.009285567423309297,0.0,0.0,0.0,0.0,1.0
stat64,11598.0,147.87351267459906,440.0715837576869,0.0,22.0,46.0,116.0,18919.0
statfs64,11598.0,1.8197102948784274,6.354954424561917,0.0,0.0,0.0,1.0,141.0
statusBarVisibilityChanged,11598.0,0.01310570788066908,0.14799628405820364,0.0,0.0,0.0,0.0,2.0
stop,11598.0,0.0010346611484738748,0.03938343476270922,0.0,0.0,0.0,0.0,2.0
stopListening,11598.0,0.0002586652871184687,0.01608168766387291,0.0,0.0,0.0,0.0,1.0
stopUsingNetworkFeature,11598.0,0.0001724435247456458,0.018571134846618598,0.0,0.0,0.0,0.0,2.0
symlink,11598.0,0.0004311088118641145,0.030795053148746736,0.0,0.0,0.0,0.0,3.0
sync,11598.0,0.0030177616830488014,0.057912270031364475,0.0,0.0,0.0,0.0,2.0
sysinfo,11598.0,0.018710122434902568,0.1355051177117283,0.0,0.0,0.0,0.0,1.0
timer_create,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
timer_settime,11598.0,0.002500431108811864,0.2692814552759697,0.0,0.0,0.0,0.0,29.0
toggleSoftInput,11598.0,0.0015519917227108122,0.04352738738461187,0.0,0.0,0.0,0.0,2.0
truncate,11598.0,0.0007759958613554061,0.0748618433976874,0.0,0.0,0.0,0.0,8.0
ugetrlimit,11598.0,1.4662872909122262,3.77458676485075,0.0,0.0,0.0,2.0,90.0
umask,11598.0,0.023624762890153476,1.581384954717866,0.0,0.0,0.0,0.0,164.0
uname,11598.0,1.070098292809105,0.525130310057272,0.0,1.0,1.0,1.0,23.0
unlink,11598.0,8.628211760648387,21.56721306942447,0.0,0.0,2.0,8.0,1198.0
unregisterContentObserver,11598.0,0.3113467839282635,5.789864020344737,0.0,0.0,0.0,0.0,321.0
unregisterMediaButtonIntent,11598.0,0.0001724435247456458,0.013131209200943515,0.0,0.0,0.0,0.0,1.0
unregisterRemoteControlClient,11598.0,8.62217623728229e-05,0.009285567423309297,0.0,0.0,0.0,0.0,1.0
updateAppWidgetIds,11598.0,0.0004311088118641145,0.024564578351957116,0.0,0.0,0.0,0.0,2.0
updateAppWidgetProvider,11598.0,0.0037937575444042075,0.14736133773343704,0.0,0.0,0.0,0.0,10.0
updateSelection,11598.0,0.39541300224176584,5.746315884310558,0.0,0.0,0.0,0.0,105.0
updateServiceLocation,11598.0,0.001638213485083635,0.07368687433423413,0.0,0.0,0.0,0.0,5.0
utimes,11598.0,0.07785825142265908,1.4091649286855736,0.0,0.0,0.0,0.0,50.0
vfork,11598.0,2.240903604069667,15.727153504759487,0.0,0.0,0.0,0.0,117.0
vibrate,11598.0,0.001724435247456458,0.06946841807760776,0.0,0.0,0.0,0.0,6.0
vibratePattern,11598.0,0.0007759958613554061,0.03347203821369147,0.0,0.0,0.0,0.0,2.0
wait4,11598.0,6.498275564752544,164.3221223445779,0.0,0.0,0.0,0.0,17431.0
watchRotation,11598.0,0.0006897740989825832,0.026255623175139475,0.0,0.0,0.0,0.0,1.0
windowGainedFocus,11598.0,1.5600103466114847,2.286191925212421,0.0,0.0,1.0,2.0,28.0
write,11598.0,1109.516028824795,8423.156241560406,0.0,69.0,252.0,1114.75,776646.1951530832
writev,11263.0,916.8830073780939,12517.377311426957,0.0,11.0,41.0,141.0,949460.0
