,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric
malfind.commitCharge,0.017698905880701114,0.049702368290812475,-0.050035426824360935,-0.007660173512307695,0.23236594442735925,-0.06325307695487657,0.2210638535466307,-0.015413253678960914,-0.001634432107364512,-0.04902402375943417,-0.006361776227702951,-0.03504838909909784,-0.04290108192205341,0.002728173203098712,-0.020343901535720674,-0.02914565964222309,-0.051479958190109136,-0.03750700007405487,-0.04862294248346117,-0.04011179400085174,-0.04858040763307295,-0.028705152187373902,-0.00935191105704309,-0.02864466327877113,0.185465250777659,1.0,0.18533307665663548,0.19221978526925326,0.03894693493990557,-0.0020591689244721773,0.04303718543181109,0.0385217573545414,0.04300563153422569,0.038932406531345116,0.04420156556024962,0.029457247089736203,-0.003272362337837297,0.04900383918122323,0.02896207588193222,0.04712363556770727,0.02735933629726939,0.047577521928313334,0.0008416719770884494,-0.004940468525818004,0.0023129031247946822,0.0009830118911883187,-0.04665276015448711,-0.04354091343484458,-0.006282818982050546,-0.003157279614900336,-0.0017492672897437217,-0.00792945578481543
malfind.protection,0.21539853448867693,0.2617686770528531,-0.15768483253656915,0.012141717532939682,0.03881151508376991,-0.16467906917939584,0.032952489019909714,-0.04090023009326196,-0.0014496948891924554,-0.08063153954727569,0.1564473997381809,0.014251809596196237,-0.06602895147649379,0.17510909782580125,0.042312407802322295,0.0018504967561612368,-0.08588454167576012,-0.020888534291446464,-0.04516296656750783,0.01014501486498712,-0.04514030613028968,-0.06447986684609532,-0.018982858470110168,-0.06444186719938026,0.9999549264752263,0.18533307665663548,1.0,0.919889248807701,0.11675332966930657,0.0072558233008740034,0.14510966127218555,0.11532929562706895,0.1450862484655955,0.11653476736962454,0.1497651460685378,0.07465691011441707,0.005747298625634185,0.1476654854253328,0.07317066355071608,0.12292430340793473,0.05680858652143159,0.11459235538648216,0.006963027992528651,-0.017121671284828065,-0.038659800055852386,0.005570466001689587,-0.13581114896383803,-0.08454674589182419,0.015944604509274082,-0.0067736732738935485,-0.008884485247664426,-0.002055305650167898
malfind.uniqueInjections,0.09620612242154655,0.15546859266124327,-0.12893747989203225,0.012943673508088343,0.04093347573392766,-0.1531117536428984,0.03600607625257427,-0.035708874110428786,-0.002235552269477225,-0.10483640966454387,0.02128019307746871,-0.05760359751099295,-0.08956339187161783,0.045325869919703825,-0.008681358022205281,-0.04609920903522138,-0.10121145296588056,-0.06894924870820798,-0.10129965910137494,-0.07262235836784318,-0.1012855225748677,-0.07577654568867637,-0.03312911654781105,-0.07573760336800889,0.9201114579857034,0.19221978526925326,0.919889248807701,1.0,0.12625487126825002,0.008910984866697851,0.14976101908320588,0.1247479162209524,0.14981719506893812,0.12615352873114094,0.15324266203281212,0.08724741531840956,0.0057952605312765575,0.15787749046842922,0.08559645940838484,0.14803972862500597,0.07775405452278171,0.1460937452230277,0.007216237737657487,-0.016313328170606673,-0.04380497910247515,-0.0017418244109653766,-0.11094962905733236,-0.09298801311319668,0.01620816213994187,-0.009401367809638423,-0.007975948153577819,-0.019529490340382094
psxview.not_in_pslist,0.027785605050577988,0.2865729493048949,-0.22172495823446234,0.014804112575298433,0.009911394649431943,-0.20946751692507054,0.006850985163302413,-0.04817198934700679,-0.020832287981382074,-0.15593557843541472,0.022418961973110104,0.042093511495378134,-0.21404851862587432,0.00866788815011708,-0.028589820853667448,-0.09335172865326583,-0.128063545000451,-0.04326237901840211,-0.016633554962004703,-0.011602444133065553,-0.016613799216536256,0.06658212208955398,0.13117191975189504,0.06658263041083747,0.1164545306378103,0.03894693493990557,0.11675332966930657,0.12625487126825002,1.0,0.020508226064877465,0.7026932873367137,0.990632613072473,0.7028094964258376,0.9999865993888206,0.6947452922360037,0.9802021146555635,0.0183019360391689,0.9020979832800338,0.9664625731094874,0.8840726895784602,0.970035154646496,0.8513881220836221,0.00329731028884219,-0.013029532278411752,-0.017895885609606796,0.0021860013784458115,-0.31608372071361707,-0.011531175437399106,0.019537944305076747,-0.01838728619015468,-0.011215648813679903,0.006354583088535843
psxview.not_in_eprocess_pool,-0.00701589564415523,0.028853573015715662,-0.026715851974787458,-0.0026504437781777854,0.006344935294011228,-0.02964308222936166,0.004964894735480776,-0.010007830348374226,-0.0026435146304269637,-0.031307986135228914,-0.014518518938457459,-0.004738657701955481,-0.034022199065431837,-0.013294941458376617,-0.022565495009953602,-0.028243154833361667,-0.02757711985122254,-0.027514826829550414,-0.01882371999489872,-0.018084932025827852,-0.018830811098509016,-0.003111557985125368,0.00591881587616677,-0.003118767593255066,0.0073636779753335985,-0.0020591689244721773,0.0072558233008740034,0.008910984866697851,0.020508226064877465,1.0,0.004331688305756142,0.020269745963175108,0.014172018958175223,0.020511685506211942,0.0161968418336562,0.02406428417831915,0.8412384488154085,0.0057992814959997325,0.023674445124712094,0.023779772658435977,0.025251053805075634,0.02695510803990158,-0.0013639287138424501,-0.0033396600870444063,-0.018654454755839527,-0.003430368443024094,-0.032739247141916734,-0.02546222043805101,-0.0016288705211262328,-0.017305451294838126,-0.0013500885997194576,0.000529349431951246
psxview.not_in_ethread_pool,0.45578436723770666,0.29795796489890136,-0.27882563616361916,0.011015001050013587,0.017999773968552853,-0.29175362014255846,0.013346118748874652,-0.04063760829482284,-0.0120232527184684,-0.11608593239920288,0.04910486252923912,0.05175624798266872,-0.15560810073480882,0.03925259791584568,-0.012167391206130912,-0.05687253794987006,-0.09697381320110107,-0.03524646897879624,-0.013601344943574506,-0.0009075647696930122,-0.013589082096745794,0.03817721272461293,0.0962876826892507,0.03817564778375997,0.14482828954768678,0.04303718543181109,0.14510966127218555,0.14976101908320588,0.7026932873367137,0.004331688305756142,1.0,0.6959908051752044,0.9998859641365507,0.7026848262842619,0.9856982747180486,0.6721326736402067,0.0018676367214781955,0.8906916885234957,0.6625649576133765,0.8681606097178405,0.6461331013719377,0.8336169153819639,-0.0022808329876401524,-0.014616597044321672,-0.017481802607753966,0.002701590798901782,-0.2458458218983953,-0.021289196193830906,0.016549423459942224,-0.011408144601481412,-0.0087448239969369,0.003232832519905131
psxview.not_in_pspcid_list,0.02770195325272221,0.2849801708878658,-0.22075099863749054,0.017747549026009307,0.009506865440983598,-0.2093094598418745,0.006457247558426764,-0.04828683549463393,-0.020787992310579793,-0.15583030603464879,0.02213447608795627,0.040298173663812685,-0.2131985227191162,0.008408076443116164,-0.029404305146804324,-0.09361674158765672,-0.1283707008977961,-0.044078694441182724,-0.017080057459890833,-0.012162367342819424,-0.017060691782005574,0.06619081117341392,0.1304752267450236,0.06619100821417923,0.11503646816740096,0.0385217573545414,0.11532929562706895,0.1247479162209524,0.990632613072473,0.020269745963175108,0.6959908051752044,1.0,0.6961051653703895,0.990623244342621,0.6884661469177569,0.9708927768096188,0.01805789151995056,0.893405963112488,0.9800891799684692,0.8754748949680092,0.9607919751347269,0.8436862420502397,0.0032621759141466563,-0.013324367219043634,-0.01884196898802662,-0.00039077561896236796,-0.31539891426408345,-0.015128759171954186,0.02243748443651868,-0.019147914426509358,-0.011162873139826031,0.006317282669586823
psxview.not_in_csrss_handles,0.4554724337120167,0.2981343660630081,-0.2790735105892288,0.011080782948589083,0.01800842410152074,-0.2922018391102627,0.013352407928829968,-0.039025866394911936,-0.010313028959636757,-0.11658215695841623,0.04851660455067983,0.05144269484888447,-0.155922011763333,0.038950595983136646,-0.012368885298207899,-0.057266087556257506,-0.09738723647547205,-0.035696393977146586,-0.013915923134017622,-0.0013856602913525072,-0.013903768455077355,0.04032075568366364,0.09864110793651143,0.0403184347557252,0.14480495961046547,0.04300563153422569,0.1450862484655955,0.14981719506893812,0.7028094964258376,0.014172018958175223,0.9998859641365507,0.6961051653703895,1.0,0.7028010877025231,0.9860241206882211,0.6723075049785575,0.011847825015351967,0.8906142953197362,0.6627364714019458,0.8684531071682915,0.6463336159957068,0.834300686184054,-0.002272653306557183,-0.014719227452640619,-0.018002906489040044,0.002105964610736655,-0.24630180012112235,-0.022178204856546847,0.01661996133646169,-0.01203730438499158,-0.008763617445070796,0.0026036753788283005
psxview.not_in_session,0.027709443216509973,0.2864868194605008,-0.22167780647724922,0.014823502901071853,0.009894467432003295,-0.209373419620629,0.006849763269727885,-0.04813891844737846,-0.02082690884825105,-0.15585129085115776,0.02235609941205133,0.042153835764362206,-0.21396969206128447,0.008609712849481975,-0.028516007619590198,-0.093266630324375,-0.1279770780982161,-0.04317785046142537,-0.016572316696606575,-0.011570835293037589,-0.01655254637786965,0.0666131646447669,0.13116864761046856,0.06661367795827985,0.11623579531413789,0.038932406531345116,0.11653476736962454,0.12615352873114094,0.9999865993888206,0.020511685506211942,0.7026848262842619,0.990623244342621,0.7028010877025231,1.0,0.6947354470746012,0.980186122868467,0.01830677957106294,0.9020837556379915,0.9664520408857644,0.8840563770123161,0.9700525749852589,0.8513677346150347,0.0033202176885939795,-0.01302033404278734,-0.017874435342881866,0.0021842318182962225,-0.3160105522553712,-0.011459858598993414,0.019554265628202977,-0.01841743703289489,-0.011213172870464342,0.006353596467968149
psxview.not_in_deskthrd,0.48409644917556516,0.32305623177109677,-0.3007300361472878,0.013592820858670442,0.02159776258226844,-0.30784846426795526,0.017316995953068123,-0.040437228848712065,-0.00881421594367702,-0.10473813852463239,0.07829011447099307,0.05880401706497701,-0.14908054837191634,0.07331983142619992,0.003357057723100511,-0.044001120989683576,-0.09222517091251868,-0.030725502380927805,-0.002590409522043153,0.010306434840824073,-0.0025603173884691677,0.10962689768657652,0.1866542779620961,0.10969747632530143,0.1494959606517664,0.04420156556024962,0.1497651460685378,0.15324266203281212,0.6947452922360037,0.0161968418336562,0.9856982747180486,0.6884661469177569,0.9860241206882211,0.6947354470746012,1.0,0.6633688359189304,0.01611791596161662,0.8795997178362825,0.6543316791660742,0.8493688471980647,0.6328166321630534,0.8587644161512911,-0.000673594197016334,-0.020453168580723033,-0.05329329710901765,-0.06807457259956304,-0.26328054422415365,-0.06872076807585072,0.019289232177129134,-0.04813306097956054,-0.012565074706228193,-0.0298129230303414
psxview.not_in_pslist_false_avg,-0.020780286777439313,0.2621249348095723,-0.21595741148594635,0.01613048485284181,0.008850311742161507,-0.20841793044024046,0.005499172391834696,-0.04944248992880762,-0.023954722154418597,-0.17653768378761256,-0.017424689213173684,0.023281690750083107,-0.2379329170710822,-0.03061690716950394,-0.05024214636808188,-0.1208778618608135,-0.14869637444665157,-0.06320669991063109,-0.035612255811269526,-0.036347217100279605,-0.03560084140474066,0.06296755457593547,0.12391713368125634,0.06296096713374282,0.07428885479882048,0.029457247089736203,0.07465691011441707,0.08724741531840956,0.9802021146555635,0.02406428417831915,0.6721326736402067,0.9708927768096188,0.6723075049785575,0.980186122868467,0.6633688359189304,1.0,0.027146802055220524,0.9071492661740012,0.9858610596464106,0.8954946285306187,0.9939272470233245,0.8634823836958541,0.0019996855925962687,-0.013708777352584498,-0.01903679917019869,0.002233636384956267,-0.32238436090781625,-0.014703573151991476,0.020931851884982006,-0.01948601498872425,-0.012138050610940986,0.007053778001695087
psxview.not_in_eprocess_pool_false_avg,-0.0005939402709946361,0.015169669044870193,-0.009183345415504885,-0.005057222342105322,0.0003801439818643111,-0.0037381662698926614,-0.0006875186780056371,-0.002364540972844669,-0.0013081641374800862,-0.006349695056393363,-0.004840343407917779,0.03278806452261266,-0.010767291013853372,-0.004991742096655136,0.004461402774783252,-0.014795172376233734,-0.0006908366396002029,0.005818438548155039,0.014243439234083173,0.012771906567984588,0.014236856495313607,0.014541422333072982,0.013935377791346336,0.01452590921650423,0.0057498880557656,-0.003272362337837297,0.005747298625634185,0.0057952605312765575,0.0183019360391689,0.8412384488154085,0.0018676367214781955,0.01805789151995056,0.011847825015351967,0.01830677957106294,0.01611791596161662,0.027146802055220524,1.0,0.004864377071963551,0.026687404165851893,0.024828966815480108,0.02780631910666005,0.029441810023482735,-0.0009266270600727953,-0.0017446684901902135,-0.008591110241577852,-0.00223085903864329,-0.02707620639562921,-0.006567853435993127,-0.004682698804832142,-0.011897869091688234,-0.0018588653960970385,0.0007288331607901166
psxview.not_in_ethread_pool_false_avg,0.22806289122682896,0.325597443023077,-0.2793821121596964,0.013873075332480181,0.015293207716104472,-0.28511236368794607,0.010534652575121286,-0.048375039331880046,-0.019483696016168606,-0.1627447451252228,0.01617288437421567,0.047596386692489424,-0.2164032827573992,0.0043874746843934895,-0.0308424667483806,-0.09538701959743774,-0.1343993627110103,-0.05490083112208795,-0.030155240260744804,-0.023770566166237878,-0.030144430407651482,0.05302435168162145,0.1192331383816763,0.05301665937162066,0.14720464410114686,0.04900383918122323,0.1476654854253328,0.15787749046842922,0.9020979832800338,0.0057992814959997325,0.8906916885234957,0.893405963112488,0.8906142953197362,0.9020837556379915,0.8795997178362825,0.9071492661740012,0.004864377071963551,1.0,0.8941706617482603,0.9814899670609306,0.8886907771145588,0.9457425151113619,0.000420643582077917,-0.015681303413449713,-0.018555599240800948,0.0030773077076656553,-0.31307656276189,-0.01998225783949792,0.019910028160991654,-0.016484055189960083,-0.011760852593685365,0.00393925690065347
psxview.not_in_pspcid_list_false_avg,-0.020383612049287046,0.25972257220933365,-0.21424518491440442,0.01953325475996532,0.008341145704101376,-0.20774467410156489,0.00501493011564851,-0.04945250240788389,-0.023807970832542658,-0.1758216327634921,-0.017418726324900102,0.021138008873582425,-0.23607208532574966,-0.03053816949838854,-0.05101535486113758,-0.12072455008046652,-0.14852618563085873,-0.06389821751385111,-0.03592826009444227,-0.036746439839129515,-0.03591726993000996,0.06233870240457291,0.12281732607425877,0.06233183261189225,0.07281156913803634,0.02896207588193222,0.07317066355071608,0.08559645940838484,0.9664625731094874,0.023674445124712094,0.6625649576133765,0.9800891799684692,0.6627364714019458,0.9664520408857644,0.6543316791660742,0.9858610596464106,0.026687404165851893,0.8941706617482603,1.0,0.8826135774789322,0.9798525356437265,0.8517427255113937,0.0019614165071342306,-0.014027066048148481,-0.020136333972450113,-0.0008691895551746201,-0.320674873962336,-0.019052156623155028,0.024278017609728572,-0.020331786643805656,-0.012033101292730749,0.006982978003909838
psxview.not_in_csrss_handles_false_avg,0.08198387843134096,0.23642647872747144,-0.25289991317359767,0.023492333175718288,0.01811022311464014,-0.3118476934309234,0.01337626375389209,-0.052520485761654516,-0.021915332662847557,-0.26857856016864834,-0.1574076395259389,-0.072263928312775,-0.30686147850583556,-0.1691280332051766,-0.1596172953491438,-0.22488811001988393,-0.2240126492549766,-0.16007696554500453,-0.1376316076969416,-0.15319341415252863,-0.13764092480260331,0.014050990368247883,0.09160802041282029,0.014038313994239283,0.12277663765637671,0.04712363556770727,0.12292430340793473,0.14803972862500597,0.8840726895784602,0.023779772658435977,0.8681606097178405,0.8754748949680092,0.8684531071682915,0.8840563770123161,0.8493688471980647,0.8954946285306187,0.024828966815480108,0.9814899670609306,0.8826135774789322,1.0,0.8976508350793855,0.9621744275256291,-0.0009483369853201614,-0.019457522527002183,-0.03995672965953664,0.0032137392910027594,-0.3349389742115987,-0.08491350752042273,0.029883618879959835,-0.011369079392129975,-0.00021849829010647665,-0.00026770518704577776
psxview.not_in_session_false_avg,-0.1141857033772456,0.2080848848268307,-0.19695561215390156,0.021499995251578592,0.010056058206954484,-0.21826443351844055,0.006828818507690938,-0.05324639199597335,-0.02717307926753315,-0.23497991654475003,-0.11515279597504964,-0.04475108895052915,-0.2881096735466736,-0.12861523617917608,-0.12264408601258595,-0.1933755815465109,-0.19832712685319062,-0.12164037660412996,-0.09549948746353161,-0.10864493430135563,-0.095499195925438,0.0392784176524152,0.10586306345598318,0.039269932158120524,0.05662029184050578,0.02735933629726939,0.05680858652143159,0.07775405452278171,0.970035154646496,0.025251053805075634,0.6461331013719377,0.9607919751347269,0.6463336159957068,0.9700525749852589,0.6328166321630534,0.9939272470233245,0.02780631910666005,0.8886907771145588,0.9798525356437265,0.8976508350793855,1.0,0.8644139057090514,0.001333414576276755,-0.015551811343288714,-0.03041561189812928,0.002810128272250581,-0.33318942977317295,-0.049719659209927464,0.026419057283953034,-0.016154834629078844,-0.005645211428164282,0.005488136721764552
psxview.not_in_deskthrd_false_avg,0.07885252305663937,0.24012617009268772,-0.28226944441497476,0.031603448666995396,0.025733773849092437,-0.3440856232382437,0.021654057584178175,-0.05592892016769458,-0.020728076293312827,-0.28395430478405836,-0.17290234302585017,-0.1023533885156851,-0.32766273566196136,-0.1763236092024928,-0.1753265272273558,-0.2466883331717941,-0.24687672599502214,-0.1900776378159312,-0.1581943936140259,-0.1821834080456766,-0.1581820448046164,0.12011720748477306,0.23304627449114937,0.12022638043165464,0.11462107206093512,0.047577521928313334,0.11459235538648216,0.1460937452230277,0.8513881220836221,0.02695510803990158,0.8336169153819639,0.8436862420502397,0.834300686184054,0.8513677346150347,0.8587644161512911,0.8634823836958541,0.029441810023482735,0.9457425151113619,0.8517427255113937,0.9621744275256291,0.8644139057090514,1.0,0.001331953039698856,-0.030306917313704614,-0.10757911840604191,-0.11982165479265276,-0.36222259793836037,-0.18446171800374708,0.03830004938962287,-0.07190783640493655,-0.0046629261827389225,-0.06218322841648765
modules.nmodules,2.517990560070921e-06,-0.0007059854037906429,-0.0010304078444328374,0.0001972292382302079,0.0005094599455280008,0.004738152845974097,0.00048527096168968106,0.0015947766426355997,0.0005949902154673855,0.006981949721734711,0.004904206989698668,0.004360384024129865,0.004744482526011102,0.003578213281545376,0.009637546469067497,0.005102512316421998,0.004475967902077052,0.005792515650631694,0.005366275853633125,0.005071510369337906,0.005403590082303359,0.005505540977391641,0.005605800042709785,0.005545694385919618,0.006954045198407112,0.0008416719770884494,0.006963027992528651,0.007216237737657487,0.00329731028884219,-0.0013639287138424501,-0.0022808329876401524,0.0032621759141466563,-0.002272653306557183,0.0033202176885939795,-0.000673594197016334,0.0019996855925962687,-0.0009266270600727953,0.000420643582077917,0.0019614165071342306,-0.0009483369853201614,0.001333414576276755,0.001331953039698856,1.0,0.007284911798639122,-0.00427014880193274,-0.01382904175118129,0.002346838288924247,-0.000898089347730601,6.802899365030278e-05,0.014331088151514423,0.0013352750743269221,0.0019738828217832896
svcscan.nservices,0.0077672665199338044,-0.04305842658711056,0.05687016403938787,-0.014545707694253092,-0.012940856761712917,0.07589518734332179,-0.012299227032008352,0.021279064816105784,0.00398746289285957,0.07009737910977683,0.029792976075721976,0.05000367728935671,0.06824549470632868,0.02406314242488341,0.06020720047629679,0.06301303661401304,0.06846709616121549,0.061034983744306555,0.05221859872175568,0.0491225544483496,0.05217481012258878,-0.00903126420111949,-0.04062093009170804,-0.009140743531965893,-0.017231863853996048,-0.004940468525818004,-0.017121671284828065,-0.016313328170606673,-0.013029532278411752,-0.0033396600870444063,-0.014616597044321672,-0.013324367219043634,-0.014719227452640619,-0.01302033404278734,-0.020453168580723033,-0.013708777352584498,-0.0017446684901902135,-0.015681303413449713,-0.014027066048148481,-0.019457522527002183,-0.015551811343288714,-0.030306917313704614,0.007284911798639122,1.0,0.053950982266842876,0.07962757539215654,0.0851471902190427,0.10745102632378048,-0.0163218412827826,0.00890162020303752,-0.006821198965131192,0.003841491592333811
svcscan.kernel_drivers,0.07758531600375114,-0.12270586019189247,0.20292104310045186,0.03171558555729989,0.025645482609551486,0.30071355126378485,0.03987759171056454,0.07848174686086351,0.015073308792544494,0.2922407207322362,0.16563343405246392,0.2410478151478017,0.28214789841266436,0.13513717384852197,0.27275704869520717,0.27457883732333316,0.2906655891946478,0.2814802227487581,0.26055030554002184,0.25415169248380926,0.260495588022205,-0.024633015559841646,-0.16757889404164109,-0.025002090323993767,-0.03940366705778512,0.0023129031247946822,-0.038659800055852386,-0.04380497910247515,-0.017895885609606796,-0.018654454755839527,-0.017481802607753966,-0.01884196898802662,-0.018002906489040044,-0.017874435342881866,-0.05329329710901765,-0.01903679917019869,-0.008591110241577852,-0.018555599240800948,-0.020136333972450113,-0.03995672965953664,-0.03041561189812928,-0.10757911840604191,-0.00427014880193274,0.053950982266842876,1.0,0.3739587524210848,0.30307840024445726,0.4639531577619228,0.008745524133786533,0.0644669865418479,-0.02057380363921125,0.009756876985774458
svcscan.fs_drivers,-0.0031261769500588996,-0.01629320146403051,0.025896118762410752,-0.005552739883770066,0.0008668209457158379,0.049720896009214643,-0.000763245971606229,0.002450502647136786,0.0017088371560645503,0.02760106433538635,0.050795804652746614,0.030534662018215496,0.02381588051903399,0.04048421039525809,0.033600327644418934,0.03794106207819858,0.022325358027024945,0.026066531469402646,0.035678199201677405,0.05829900961154945,0.03565178691659238,-0.2561878247958901,-0.3682803752369139,-0.25654148401250243,0.005517679600948915,0.0009830118911883187,0.005570466001689587,-0.0017418244109653766,0.0021860013784458115,-0.003430368443024094,0.002701590798901782,-0.00039077561896236796,0.002105964610736655,0.0021842318182962225,-0.06807457259956304,0.002233636384956267,-0.00223085903864329,0.0030773077076656553,-0.0008691895551746201,0.0032137392910027594,0.002810128272250581,-0.11982165479265276,-0.01382904175118129,0.07962757539215654,0.3739587524210848,1.0,0.15442925057456774,0.5770496873525278,-0.004754616983773914,0.07896425683753255,0.0006523844469624152,-0.0002557901285082093
svcscan.process_services,0.02775377629809326,-0.6519136781036251,0.6851088005761488,-0.13817568634567456,-0.13021944310496705,0.8618332323504773,-0.12145310221558578,0.23552299695489998,0.0405087537861359,0.7512844572058154,0.16208539450013867,0.36991449310850777,0.7811011429967946,0.13038448872799638,0.5795298223473767,0.6462333040906787,0.7359025130718128,0.5914003796864195,0.4375146716282247,0.3714572754135457,0.4374544276804396,0.06206925326233022,-0.20621158761274563,0.06181375189989827,-0.13615083286650337,-0.04665276015448711,-0.13581114896383803,-0.11094962905733236,-0.31608372071361707,-0.032739247141916734,-0.2458458218983953,-0.31539891426408345,-0.24630180012112235,-0.3160105522553712,-0.26328054422415365,-0.32238436090781625,-0.02707620639562921,-0.31307656276189,-0.320674873962336,-0.3349389742115987,-0.33318942977317295,-0.36222259793836037,0.002346838288924247,0.0851471902190427,0.30307840024445726,0.15442925057456774,1.0,0.6986433251946853,-0.15721374275092384,0.10636569373042212,-0.03346844639570013,0.029138012757656703
svcscan.shared_process_services,0.22257247964146507,-0.244078274778258,0.44701305018823745,-0.13777721735767215,-0.11491123734331693,0.6894200608867755,-0.11035863314891686,0.18520923431156666,0.03315875485908979,0.7114427934990422,0.4296622946784166,0.6100775248980149,0.6683253635753019,0.361406064679578,0.6912776926111148,0.6855199842405485,0.692715156175263,0.6770931616081557,0.6109838650646657,0.5961325700752187,0.6109363036892714,0.05256534701138797,-0.24316548109830435,0.05208439045390694,-0.08623987355732345,-0.04354091343484458,-0.08454674589182419,-0.09298801311319668,-0.011531175437399106,-0.02546222043805101,-0.021289196193830906,-0.015128759171954186,-0.022178204856546847,-0.011459858598993414,-0.06872076807585072,-0.014703573151991476,-0.006567853435993127,-0.01998225783949792,-0.019052156623155028,-0.08491350752042273,-0.049719659209927464,-0.18446171800374708,-0.000898089347730601,0.10745102632378048,0.4639531577619228,0.5770496873525278,0.6986433251946853,1.0,-0.14777268400874377,0.11505471678514469,-0.041679720487986585,0.04808441652743345
svcscan.nactive,-0.04110767125207749,0.08522339796060402,-0.1334638884839791,0.9994060085744607,-0.04617703844540386,-0.18492852574670113,-0.04824596238268905,-0.03347082161832227,0.009587663043773505,-0.1779006084162317,-0.07954983637190131,-0.14254841033500779,-0.17335742601717496,-0.05699614338189811,-0.15270612796141758,-0.1582572943760777,-0.18346346388708393,-0.17236128787498445,-0.15676132689067301,-0.14322106942260593,-0.15674799159845132,-0.061798420483241495,-0.0023511685884299895,-0.06170745381218549,0.016428924891554588,-0.006282818982050546,0.015944604509274082,0.01620816213994187,0.019537944305076747,-0.0016288705211262328,0.016549423459942224,0.02243748443651868,0.01661996133646169,0.019554265628202977,0.019289232177129134,0.020931851884982006,-0.004682698804832142,0.019910028160991654,0.024278017609728572,0.029883618879959835,0.026419057283953034,0.03830004938962287,6.802899365030278e-05,-0.0163218412827826,0.008745524133786533,-0.004754616983773914,-0.15721374275092384,-0.14777268400874377,1.0,-0.018069464824590962,-0.0002916418457405953,0.0024549244544010045
callbacks.ncallbacks,-0.019876642685323374,-0.08883311743427863,0.1007333626851117,-0.015974033354981675,-0.01582069122744223,0.11300665333873863,-0.015619291030423806,0.011267370052260325,-0.008856910270014718,0.07847573465926305,0.0011304716804087873,0.04746489449800029,0.08396160687307723,-0.012546256476587834,0.055432880611764046,0.05737656671395324,0.0835142931235248,0.06949657482027118,0.044325140459524286,0.045542369298354354,0.044241159953519044,-0.10252880898401376,-0.14920946402028337,-0.10270677186599705,-0.006920030516838877,-0.003157279614900336,-0.0067736732738935485,-0.009401367809638423,-0.01838728619015468,-0.017305451294838126,-0.011408144601481412,-0.019147914426509358,-0.01203730438499158,-0.01841743703289489,-0.04813306097956054,-0.01948601498872425,-0.011897869091688234,-0.016484055189960083,-0.020331786643805656,-0.011369079392129975,-0.016154834629078844,-0.07190783640493655,0.014331088151514423,0.00890162020303752,0.0644669865418479,0.07896425683753255,0.10636569373042212,0.11505471678514469,-0.018069464824590962,1.0,0.010818500220715739,0.035310829752155326
callbacks.nanonymous,-0.03536342886647973,-0.014670520871422794,0.0012506616206877075,-0.0006789545908873879,0.003055154109626589,-0.02568267645595261,0.001143037997448679,-0.007989966094456522,-0.0027181157396396964,-0.04409195659100638,-0.04691908655397074,-0.04544792954602659,-0.03603896746894494,-0.04736758258169575,-0.05616966637066655,-0.047838546974863554,-0.035843838698494265,-0.04085336979506621,-0.03847524388609495,-0.04155113028725108,-0.03848197545722346,-0.02148512452242726,-0.01237026648966427,-0.021484099365735875,-0.008812520729431318,-0.0017492672897437217,-0.008884485247664426,-0.007975948153577819,-0.011215648813679903,-0.0013500885997194576,-0.0087448239969369,-0.011162873139826031,-0.008763617445070796,-0.011213172870464342,-0.012565074706228193,-0.012138050610940986,-0.0018588653960970385,-0.011760852593685365,-0.012033101292730749,-0.00021849829010647665,-0.005645211428164282,-0.0046629261827389225,0.0013352750743269221,-0.006821198965131192,-0.02057380363921125,0.0006523844469624152,-0.03346844639570013,-0.041679720487986585,-0.0002916418457405953,0.010818500220715739,1.0,0.00034825802503807377
