,count,mean,std,min,25%,50%,75%,max,missing_count,skewness
getVibrateSetting,11598.0,0.002500431108811864,0.16426650915717478,0.0,0.0,0.0,0.0,16.0,0,84.57403936528229
getVoiceMailAlphaTag,11598.0,0.0002586652871184687,0.01608168766387291,0.0,0.0,0.0,0.0,1.0,0,62.16107875993709
getVoiceMailNumber,11598.0,0.006983962752198655,0.10105688757288182,0.0,0.0,0.0,0.0,3.0,0,19.096135580004507
getWallpaper,11598.0,0.007415071564062769,0.08875865093332141,0.0,0.0,0.0,0.0,2.0,0,12.575907388644895
getWallpaperInfo,11598.0,0.005000862217623728,0.3414042528196656,0.0,0.0,0.0,0.0,36.0,0,101.46017522152273
getWidthHint,11598.0,0.007501293326435592,0.09114799984291662,0.0,0.0,0.0,0.0,3.0,0,13.761047601669667
getWifiApConfiguration,11598.0,0.0002586652871184687,0.027856702269927903,0.0,0.0,0.0,0.0,3.0,0,107.69401097554123
getWifiApEnabledState,11598.0,0.2734092084842214,29.16621218181059,0.0,0.0,0.0,0.0,3141.0,0,107.69103573330956
getWifiDisplayStatus,11598.0,0.005087083979996551,0.10031418353466845,0.0,0.0,0.0,0.0,2.0,0,19.754356605672534
getWifiEnabledState,11598.0,0.23443697189170545,2.6998313028495646,0.0,0.0,0.0,0.0,129.0,0,30.673503948830025
getWifiServiceMessenger,11598.0,0.18804966373512674,0.3947206669025937,0.0,0.0,0.0,0.0,2.0,0,1.6723620200097926
getcwd,11598.0,0.07044317985859631,1.2606175071257102,0.0,0.0,0.0,0.0,77.0,0,40.4088568658078
getdents64,11598.0,25.668391101914125,123.3105006683448,0.0,2.0,2.0,33.0,9770.0,0,46.86701442795451
getegid32,11598.0,3.537937575444042,5.255552646287694,0.0,0.0,0.0,10.0,44.0,0,0.8927880739661073
geteuid32,11598.0,3.5689774098982583,5.529560422351625,0.0,0.0,0.0,10.0,177.0,0,3.4828842106007043
getgid32,11598.0,3.536989136057941,5.255953166547385,0.0,0.0,0.0,10.0,44.0,0,0.893430587634215
getgroups32,11598.0,0.00327642697016727,0.3261841404070096,0.0,0.0,0.0,0.0,35.0,0,106.58484601193582
getpeername,11598.0,0.020865666494223143,1.6325605620776489,0.0,0.0,0.0,0.0,175.0,0,106.2323334816855
getpgid,11598.0,0.04811174340403518,0.739454250347769,0.0,0.0,0.0,0.0,32.0,0,22.796342187191144
getpid,11598.0,2162.437922351508,8839.663266765792,0.0,31.0,94.0,605.75,407515.0,0,18.12181331799274
getppid,11598.0,1.8124676668391102,131.33213998201086,0.0,0.0,0.0,0.0,10001.0,0,76.12731871700352
getpriority,11598.0,86.35609587859976,307.1210293420806,0.0,28.0,49.0,92.0,16617.0,0,44.033127447162116
getresgid32,11598.0,0.0001724435247456458,0.018571134846618594,0.0,0.0,0.0,0.0,2.0,0,107.69401097554127
getresuid32,11598.0,0.0002586652871184687,0.0278567022699279,0.0,0.0,0.0,0.0,3.0,0,107.69401097554126
getrusage,11598.0,0.08717020175892395,2.1921743223456835,0.0,0.0,0.0,0.0,112.0,0,35.57191664075588
getsockname,11598.0,12.11915847559924,57.84920864642907,0.0,0.0,2.0,10.0,2980.0,0,27.924719701071943
getsockopt,11598.0,28.306604586997757,110.39806458826511,0.0,3.0,4.0,19.0,4484.0,0,18.61968593361594
gettid,11598.0,155.99163648904982,544.3626732520072,0.0,25.0,39.0,225.0,22594.0,0,29.95196603548826
gettimeofday,11316.0,1786059.1743883346,6526870.31858614,0.0,7.0,174.0,1341.0,25718520.0,282,3.393331003363059
getuid32,11598.0,2651.982984554093,9570.023554674759,0.0,43.0,121.0,716.75,407482.0,0,15.094006665076261
hasClipboardText,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0,0,107.69401097554125
hasIccCard,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0,0,107.69401097554125
hasKeys,11598.0,0.0027590963959303327,0.13644740132073627,0.0,0.0,0.0,0.0,13.0,0,79.04166281145096
hasNamedWallpaper,11598.0,0.002500431108811864,0.2692814552759697,0.0,0.0,0.0,0.0,29.0,0,107.69401097554127
hasNavigationBar,11598.0,0.8750646663217796,0.33299857171260255,0.0,1.0,1.0,1.0,2.0,0,-2.205745242353968
hasPrimaryClip,11598.0,0.0011208829108466977,0.05492508912491406,0.0,0.0,0.0,0.0,5.0,0,72.28762474353012
hasSystemFeature,11598.0,1.4480944990515605,3.1470287609559797,0.0,0.0,0.0,3.0,92.0,0,8.958833797496048
hasVibrator,11598.0,0.0002586652871184687,0.01608168766387291,0.0,0.0,0.0,0.0,1.0,0,62.16107875993707
hideSoftInput,11598.0,0.010519055009484394,0.1724083587699224,0.0,0.0,0.0,0.0,5.0,0,20.65081294368684
inKeyguardRestrictedInputMode,11598.0,0.09087773754095534,3.275436274086625,0.0,0.0,0.0,0.0,233.0,0,58.649238298588784
inotify_add_watch,11598.0,48.994395585445766,947.9276338700957,0.0,0.0,0.0,0.0,26609.0,0,21.36941399423195
inotify_init,11598.0,0.020003448870494912,0.22157478811014067,0.0,0.0,0.0,0.0,4.0,0,13.079274203314853
inotify_rm_watch,11598.0,0.016813243662700466,0.8468945863650317,0.0,0.0,0.0,0.0,80.0,0,79.50815416612929
ioctl,11598.0,3007.1057941024314,13918.587360028636,0.0,82.0,263.0,979.0,201787.0,0,6.882849936863452
isActiveNetworkMetered,11598.0,0.05483704086911537,0.6132342053140466,0.0,0.0,0.0,0.0,34.0,0,26.123593366341108
isAdminActive,11598.0,4.607432315916538,88.70265328683062,0.0,0.0,0.0,0.0,3773.0,0,29.889871552960873
isBluetoothA2dpOn,11598.0,0.002500431108811864,0.04994390877905695,0.0,0.0,0.0,0.0,1.0,0,19.925768183992915
isBluetoothScoOn,11598.0,0.0006897740989825832,0.039390985267909476,0.0,0.0,0.0,0.0,3.0,0,62.03312462692086
isCameraSoundForced,11598.0,0.021038110018968787,0.4262316556299496,0.0,0.0,0.0,0.0,35.0,0,54.61319638367845
isImsSmsSupported,11598.0,0.04035178479048112,0.3881396080358326,0.0,0.0,0.0,0.0,17.0,0,24.730898255026943
isKeyguardLocked,11598.0,0.009053285049146405,0.8761373029890188,0.0,0.0,0.0,0.0,94.0,0,106.54648345519846
isKeyguardSecure,11598.0,0.000862217623728229,0.07656919698341311,0.0,0.0,0.0,0.0,8.0,0,99.86731925833567
isPackageAvailable,11598.0,8.62217623728229e-05,0.009285567423309297,0.0,0.0,0.0,0.0,1.0,0,107.69401097554125
isProviderEnabled,11598.0,0.08216933954130022,1.0135195711658727,0.0,0.0,0.0,0.0,72.0,0,38.39834756672372
isSafeMode,11598.0,0.0006897740989825832,0.029356705243049144,0.0,0.0,0.0,0.0,2.0,0,47.65332137018852
isScanAlwaysAvailable,11598.0,0.005000862217623728,0.25289731818979017,0.0,0.0,0.0,0.0,17.0,0,58.732161356059564
isScreenOn,11598.0,2.9914640455250905,16.42342560991401,0.0,0.0,1.0,3.0,862.0,0,29.3505165536341
isSpeakerphoneOn,11598.0,0.3863597171926194,0.9785014273415577,0.0,0.0,0.0,1.0,46.0,0,16.76219824074131
isSpellCheckerEnabled,11598.0,0.7448698051388171,5.417580897839408,0.0,0.0,0.0,0.0,179.0,0,15.452044221954182
isSyncActive,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0,0,107.69401097554126
isWakeLockLevelSupported,11598.0,0.0001724435247456458,0.013131209200943515,0.0,0.0,0.0,0.0,1.0,0,76.14131428669309
lgetxattr,11598.0,0.0022417658216933953,0.24142475300604183,0.0,0.0,0.0,0.0,26.0,0,107.69401097554113
link,11598.0,0.0003448870494912916,0.026262418401887026,0.0,0.0,0.0,0.0,2.0,0,76.1413142866931
listen,11598.0,0.3513536816692533,0.5776165854820151,0.0,0.0,0.0,1.0,15.0,0,4.71931424728176
locationCallbackFinished,11598.0,0.02112433178134161,0.22704609673681364,0.0,0.0,0.0,0.0,6.0,0,13.506745234255767
lseek,11598.0,69.67709949991378,209.69566217987207,0.0,8.0,10.0,39.0,8425.0,0,16.02439058969243
lstat64,11598.0,92.04440420762201,1196.162965329165,0.0,3.0,10.0,25.0,33625.0,0,21.16487182083816
madvise,11598.0,282.32195206070014,489.1355690227875,0.0,60.0,126.0,323.0,19644.0,0,15.19019466510229
mkdir,11598.0,8.211760648387653,19.02069942527097,0.0,2.0,3.0,7.0,976.0,0,22.51164708075032
mknod,11598.0,0.007587515088808415,0.3827950625348044,0.0,0.0,0.0,0.0,27.0,0,60.04041217062381
mlock,11598.0,0.012847042593550613,0.6792789058328115,0.0,0.0,0.0,0.0,61.0,0,71.2396045085928
mmap2,11598.0,296.41662355578546,529.4007692827001,0.0,74.0,131.5,312.0,28438.0,0,20.35368427541456
mount,11598.0,0.0003448870494912916,0.03714226969323719,0.0,0.0,0.0,0.0,4.0,0,107.69401097554127
mprotect,11598.0,541.330488015175,1427.7634004594725,0.0,118.0,256.0,478.0,102345.0,0,38.27283730236223
mremap,11598.0,0.02853940334540438,0.6030557592907281,0.0,0.0,0.0,0.0,33.0,0,36.03787050820452
msync,11598.0,0.3498879117089153,1.3466303762378664,0.0,0.0,0.0,0.0,57.0,0,9.928765743631308
munlock,11598.0,0.0023279875840662182,0.127639720614133,0.0,0.0,0.0,0.0,12.0,0,77.21057993717868
munmap,11598.0,145.29910329367132,417.5552478999368,0.0,28.0,55.0,152.0,28287.0,0,39.402562122052096
nanosleep,11598.0,532.6765666587459,7865.595314065632,0.0,3.0,8.0,26.0,209886.9867881985,0,17.12153458362801
notifyAppWidgetViewDataChanged,11598.0,0.012071046732195206,0.2259965052977271,0.0,0.0,0.0,0.0,8.0,0,20.386977054970224
notifyChange,11598.0,0.7008967063286774,30.46422947421234,0.0,0.0,0.0,0.0,2612.0,0,73.56002332029675
onChange,11598.0,0.0002586652871184687,0.0278567022699279,0.0,0.0,0.0,0.0,3.0,0,107.69401097554126
onClose,11598.0,0.0036213140196585617,0.06939538887789581,0.0,0.0,0.0,0.0,3.0,0,23.06957294422982
onFinished,11598.0,0.000862217623728229,0.03473420903880388,0.0,0.0,0.0,0.0,2.0,0,45.20271434360357
onGetSentenceSuggestionsMultiple,11598.0,0.2007242628039317,2.9189079498287334,0.0,0.0,0.0,0.0,49.0,0,14.8810019337233
onRectangleOnScreenRequested,11598.0,1.0508708397999655,10.673766479959996,0.0,0.0,0.0,0.0,201.0,0,15.152570787329088
onRequestContinued,11598.0,0.0007759958613554061,0.038279160531593664,0.0,0.0,0.0,0.0,3.0,0,59.905379416475235
onResult,11598.0,0.0009484393861010519,0.04254307847927992,0.0,0.0,0.0,0.0,3.0,0,52.57606367548369
open,11598.0,373.3486808070357,1084.0172274836389,0.0,37.0,59.0,480.0,63150.0,0,25.477754362989664
openSession,11598.0,0.6784790481117434,0.46763384720993756,0.0,0.0,1.0,1.0,2.0,0,-0.756772756273726
partiallyUpdateAppWidgetIds,11598.0,0.0003448870494912916,0.037142269693237195,0.0,0.0,0.0,0.0,4.0,0,107.69401097554126
performDeferredDestroy,11598.0,0.2007242628039317,1.1801114757936462,0.0,0.0,0.0,0.0,34.0,0,10.020734430094015
pingSupplicant,11598.0,0.0001724435247456458,0.018571134846618598,0.0,0.0,0.0,0.0,2.0,0,107.69401097554125
pipe,11598.0,10.595706156233833,26.67845328094115,0.0,2.0,2.0,9.0,530.0,0,6.828972890431556
pipe2,11598.0,0.008967063286773581,0.32368856736866997,0.0,0.0,0.0,0.0,29.0,0,70.33774171253579
play,11598.0,0.0002586652871184687,0.020762443799579814,0.0,0.0,0.0,0.0,2.0,0,86.68602547264074
playSoundEffect,11598.0,0.0003448870494912916,0.02274326770504683,0.0,0.0,0.0,0.0,2.0,0,73.2657499732005
playSoundEffectVolume,11598.0,0.0001724435247456458,0.018571134846618598,0.0,0.0,0.0,0.0,2.0,0,107.69401097554123
poll,11598.0,7.005259527504742,91.66324006924552,0.0,0.0,1.0,4.0,8616.0,0,79.25901920935398
prctl,11598.0,142.47827211588205,207.2277487002769,0.0,92.0,104.0,142.0,8348.0,0,24.659679105331207
pread64,11598.0,125.1189860320745,757.0772222695463,0.0,16.0,27.0,84.0,54223.0,0,46.52758156906698
prepareVpn,11598.0,0.0006897740989825832,0.034738061712651216,0.0,0.0,0.0,0.0,2.0,0,53.43204375836056
ptrace,11598.0,0.05871702017589239,1.325814228007212,0.0,0.0,0.0,0.0,91.0,0,40.1413135168748
pwrite64,11598.0,104.74150715640627,677.1865573407365,0.0,0.0,0.0,35.0,33382.0,0,27.80673098903596
queryContentProviders,11598.0,0.0002586652871184687,0.01608168766387291,0.0,0.0,0.0,0.0,1.0,0,62.161078759937055
queryIntentActivities,11598.0,1.1020865666494224,21.431581328408537,0.0,0.0,0.0,0.0,1206.0,0,41.76036344313352
queryIntentContentProviders,11598.0,0.0020693222969477496,0.1203421067898805,0.0,0.0,0.0,0.0,12.0,0,87.83433375760302
queryIntentReceivers,11598.0,0.6270908777375409,31.456108759805613,0.0,0.0,0.0,0.0,2413.0,0,75.49065017132325
queryIntentServices,11598.0,0.4977582341783066,15.804579202978724,0.0,0.0,0.0,0.0,1207.0,0,74.42822420581815
read,11331.0,2784.1352912008997,17212.78373992045,0.0,61.0,452.0,1258.0,644392.0,267,20.06314236078545
readlink,11598.0,0.18494568028970512,0.7650809942790823,0.0,0.0,0.0,0.0,42.0,0,40.50905068292258
reassociate,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0,0,107.69401097554125
recvfrom,11598.0,701.2896188998103,2655.553182196218,0.0,1.0,86.0,784.0,130234.0,0,23.023407504985364
recvmsg,11598.0,4.0465597516813245,14.46203802756883,0.0,0.0,0.0,3.0,809.0,0,19.06525787029261
reenableKeyguard,11598.0,0.0012933264355923435,0.05168590016520361,0.0,0.0,0.0,0.0,3.0,0,43.023395303912665
registerCallback,11598.0,0.9830143128125539,0.12988869002536518,0.0,1.0,1.0,1.0,2.0,0,-7.358590500152456
registerContentObserver,11598.0,1.1004483531643388,6.513085227567736,0.0,0.0,0.0,1.0,325.0,0,29.178592793993275
registerInputDevicesChangedListener,11598.0,0.28530781169167097,0.45158038823567653,0.0,0.0,0.0,1.0,1.0,0,0.9510121456350925
registerMediaButtonIntent,11598.0,0.0027590963959303327,0.0870663889499948,0.0,0.0,0.0,0.0,5.0,0,40.93542854991261
registerRemoteControlClient,11598.0,0.0010346611484738748,0.03215089035270296,0.0,0.0,0.0,0.0,1.0,0,31.044328263307595
registerSuggestionSpansForNotification,11598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
relayout,11598.0,4.578634247284015,10.666759214489884,0.0,0.0,1.0,5.0,414.0,0,11.501309813615263
releaseMulticastLock,11598.0,0.0004311088118641145,0.03079505314874673,0.0,0.0,0.0,0.0,3.0,0,85.5995117216554
releaseWakeLock,11598.0,0.565700982928091,16.391054740518786,0.0,0.0,0.0,0.0,707.0,0,40.435895437305255
releaseWifiLock,11598.0,0.00801862390067253,0.22976987185819409,0.0,0.0,0.0,0.0,20.0,0,63.98900034219013
remove,11598.0,0.9793067770305225,3.1337497477948912,0.0,0.0,0.0,1.0,60.0,0,9.234555535063421
removeAccessibilityInteractionConnection,11598.0,0.020607001207104673,0.6417453597236751,0.0,0.0,0.0,0.0,22.0,0,32.62384974340581
removeActiveAdmin,11598.0,0.0001724435247456458,0.013131209200943517,0.0,0.0,0.0,0.0,1.0,0,76.14131428669307
removeGpsStatusListener,11598.0,0.0018106570098292809,0.05796257352406764,0.0,0.0,0.0,0.0,3.0,0,41.09409647846207
removePrimaryClipChangedListener,11598.0,8.62217623728229e-05,0.009285567423309297,0.0,0.0,0.0,0.0,1.0,0,107.69401097554125
removeStatusChangeListener,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0,0,107.69401097554126
rename,11598.0,6.717106397654768,20.105389366122612,0.0,0.0,1.0,5.0,1192.0,0,22.0420433277283
requestLocationUpdates,11598.0,0.05983790308673909,0.4453851102820617,0.0,0.0,0.0,0.0,17.0,0,14.838206971829129
requestScanFile,11598.0,0.0006897740989825832,0.029356705243049144,0.0,0.0,0.0,0.0,2.0,0,47.65332137018853
resolveContentProvider,11598.0,0.12941886532160718,0.8208891237246132,0.0,0.0,0.0,0.0,27.0,0,11.547635523273316
resolveIntent,11598.0,0.292119330919124,2.8610773380429317,0.0,0.0,0.0,0.0,180.0,0,30.58680757329043
resolveService,11598.0,0.03974823245387136,0.4914265445675409,0.0,0.0,0.0,0.0,20.0,0,21.644167690234493
restorePackage,11598.0,0.0001724435247456458,0.013131209200943515,0.0,0.0,0.0,0.0,1.0,0,76.14131428669309
rmdir,11598.0,0.03552336609760304,0.42749396309845655,0.0,0.0,0.0,0.0,24.0,0,26.824939446848717
rt_sigprocmask,11598.0,0.0028453181583031556,0.16267841592779317,0.0,0.0,0.0,0.0,16.0,0,86.7892585148719
rt_sigtimedwait,11598.0,0.004742196930505259,0.07355235586371014,0.0,0.0,0.0,0.0,2.0,0,16.928753393389915
sched_get_priority_max,11598.0,0.003362648732540093,0.1522640655799449,0.0,0.0,0.0,0.0,11.0,0,53.65696585892367
sched_get_priority_min,11598.0,0.003362648732540093,0.1522640655799449,0.0,0.0,0.0,0.0,11.0,0,53.65696585892367
sched_getparam,11598.0,1.5561303673047078,10.069042330122315,0.0,0.0,0.0,0.0,163.0,0,7.759153811090536
sched_getscheduler,11598.0,1.5561303673047078,10.069042330122315,0.0,0.0,0.0,0.0,163.0,0,7.759153811090536
sched_setaffinity,11598.0,8.62217623728229e-05,0.009285567423309297,0.0,0.0,0.0,0.0,1.0,0,107.69401097554125
sched_setscheduler,11598.0,0.0038799793067770304,0.18821568615341683,0.0,0.0,0.0,0.0,16.0,0,64.47016273632477
sched_yield,11276.0,2575457.820411199,9430875.367867794,0.0,1.0,2.0,7.0,84644797.06930593,322,3.4099747722127636
send,11598.0,0.19865494050698396,4.602190628055922,0.0,0.0,0.0,0.0,392.0,0,76.8364637305226
sendAccessibilityEvent,11598.0,1.6603724780134506,14.408366852993145,0.0,0.0,0.0,0.0,557.0,0,14.66508643851671
sendExtraCommand,11598.0,0.0001724435247456458,0.018571134846618594,0.0,0.0,0.0,0.0,2.0,0,107.69401097554126
sendMultipartText,11598.0,0.0002586652871184687,0.01608168766387291,0.0,0.0,0.0,0.0,1.0,0,62.161078759937055
sendText,11598.0,0.04604242110708743,0.9551200551947384,0.0,0.0,0.0,0.0,69.0,0,65.32279771435546
sendmsg,11598.0,4.027935851008794,14.434943389268934,0.0,0.0,0.0,3.0,808.0,0,19.108078873680963
sendto,11598.0,85.43990343162615,150.1831251500037,0.0,1.0,2.0,30.0,1491.0,0,1.5172447757462393
set,11598.0,0.8823935161234696,2.4204081994634796,0.0,0.0,0.0,1.0,73.0,0,10.21169570127312
setApplicationEnabledSetting,11598.0,0.0002586652871184687,0.01608168766387291,0.0,0.0,0.0,0.0,1.0,0,62.16107875993708
setCallback,11598.0,0.0037937575444042075,0.08898703448031214,0.0,0.0,0.0,0.0,4.0,0,30.224939253627614
setComponentEnabledSetting,11598.0,0.12752198654940508,0.4787810200348297,0.0,0.0,0.0,0.0,19.0,0,11.160047783909942
setDimensionHints,11598.0,0.000862217623728229,0.037133861527771025,0.0,0.0,0.0,0.0,3.0,0,57.196445566464945
setDiscoveryRequest,11598.0,0.0055181927918606655,0.12515294968204912,0.0,0.0,0.0,0.0,5.0,0,28.024588426526297
setExtractedText,11598.0,0.0006897740989825832,0.0435495867856557,0.0,0.0,0.0,0.0,3.0,0,64.69189285348166
setFlashlightEnabled,11598.0,0.0001724435247456458,0.013131209200943517,0.0,0.0,0.0,0.0,1.0,0,76.14131428669307
setIconVisibility,11598.0,0.025780306949474047,0.2766052240343685,0.0,0.0,0.0,0.0,3.0,0,10.6451248907921
setInTouchMode,11598.0,0.22046904638730816,0.41458083112117616,0.0,0.0,0.0,0.0,1.0,0,1.3487317514092805
setIsSyncable,11598.0,0.0009484393861010519,0.03346759550437973,0.0,0.0,0.0,0.0,2.0,0,39.02645946990343
setMetadata,11598.0,0.0002586652871184687,0.027856702269927897,0.0,0.0,0.0,0.0,3.0,0,107.69401097554126
setMobileDataEnabled,11598.0,0.07199517158130712,0.6310963967924873,0.0,0.0,0.0,0.0,24.0,0,15.747371738378693
setMode,11598.0,0.20607001207104672,1.9169956129248935,0.0,0.0,0.0,0.0,22.0,0,10.693792425108745
setNetworkPreference,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0,0,107.69401097554125
setNightMode,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0,0,107.69401097554125
setPlaybackState,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0,0,107.69401097554126
setPlaybackStateForRcc,11598.0,0.0001724435247456458,0.013131209200943515,0.0,0.0,0.0,0.0,1.0,0,76.14131428669309
setPrimaryClip,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0,0,107.69401097554125
setRadio,11598.0,8.62217623728229e-05,0.009285567423309297,0.0,0.0,0.0,0.0,1.0,0,107.69401097554127
setRingerMode,11598.0,0.03414381789963787,0.3790767079096059,0.0,0.0,0.0,0.0,6.0,0,11.964321612322754
setSpeakerphoneOn,11598.0,0.0001724435247456458,0.013131209200943515,0.0,0.0,0.0,0.0,1.0,0,76.1413142866931
setStreamMute,11598.0,0.003535092257285739,0.1170382176937023,0.0,0.0,0.0,0.0,10.0,0,59.89135224220821
setStreamVolume,11598.0,0.0038799793067770304,0.12692440403649152,0.0,0.0,0.0,0.0,10.0,0,54.192316336625474
setSyncAutomatically,11598.0,0.0011208829108466977,0.03594692575528918,0.0,0.0,0.0,0.0,2.0,0,35.1838906024698
setTextAfterCursor,11598.0,0.12381445076737368,1.6675540796308248,0.0,0.0,0.0,0.0,43.0,0,19.65976189872872
setTextBeforeCursor,11598.0,0.38135885497499566,4.58200409839217,0.0,0.0,0.0,0.0,95.0,0,17.118462229072417
setTransparentRegion,11598.0,0.06121745128470426,0.45344965687967603,0.0,0.0,0.0,0.0,32.0,0,33.61027890274915
setTransportControlInfo,11598.0,0.0001724435247456458,0.018571134846618598,0.0,0.0,0.0,0.0,2.0,0,107.69401097554126
setWallpaper,11598.0,0.0005173305742369374,0.026259587271104477,0.0,0.0,0.0,0.0,2.0,0,57.094902421766115
setWallpaperPosition,11598.0,0.0006897740989825832,0.03473806171265122,0.0,0.0,0.0,0.0,2.0,0,53.43204375836055
setWifiApConfiguration,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0,0,107.69401097554125
setWifiApEnabled,11598.0,0.0038799793067770304,0.40866967033390567,0.0,0.0,0.0,0.0,44.0,0,107.61187278370839
setWifiEnabled,11598.0,0.07484048973961027,0.5694833857349089,0.0,0.0,0.0,0.0,11.0,0,8.610263981070933
setgid32,11598.0,0.003535092257285739,0.22610045552452562,0.0,0.0,0.0,0.0,16.0,0,66.51693825466667
setgroups32,11598.0,0.9829280910501811,0.1295449954267842,0.0,1.0,1.0,1.0,1.0,0,-7.457044274760662
setitimer,11598.0,0.002414209346439041,0.09998378851878396,0.0,0.0,0.0,0.0,8.0,0,58.25688989936703
setpgid,11598.0,0.3360924297292637,1.2052424830157025,0.0,0.0,0.0,0.0,9.0,0,4.398756008286511
setpriority,11598.0,41.455250905328505,427.9754113075922,0.0,7.0,16.0,42.0,22566.0,0,49.132740891639955
setresgid32,11598.0,0.9856871874461114,0.2470179259660326,0.0,1.0,1.0,1.0,17.0,0,45.91529577357997
setresuid32,11598.0,0.9871529574064494,0.26051828315963416,0.0,1.0,1.0,1.0,17.0,0,41.769454955809415
setrlimit,11598.0,0.9830143128125539,0.12988869002536518,0.0,1.0,1.0,1.0,2.0,0,-7.358590500152456
setsid,11598.0,0.0011208829108466977,0.04253888402971235,0.0,0.0,0.0,0.0,3.0,0,48.09788221216551
setsockopt,11598.0,25.924469736161406,129.36944464004958,0.0,0.0,3.0,21.0,11169.0,0,58.47643468501343
setuid32,11598.0,0.003535092257285739,0.22610045552452562,0.0,0.0,0.0,0.0,16.0,0,66.51693825466667
showSoftInput,11598.0,0.0028453181583031556,0.08656698922463331,0.0,0.0,0.0,0.0,6.0,0,44.96972766799792
showStrictModeViolation,11598.0,0.01008794619762028,0.19912278744107337,0.0,0.0,0.0,0.0,4.0,0,19.805300950230624
shutdown,11598.0,2.9558544576651147,33.04855886472915,0.0,0.0,0.0,0.0,872.0,0,17.658928093066777
sigaction,11598.0,10.87601310570788,42.69969463935561,0.0,1.0,1.0,1.0,930.0,0,9.890883195750046
sigaltstack,11598.0,39.98189342990171,54.128388119503875,0.0,11.0,22.0,47.0,2650.0,0,12.372842396629466
sigprocmask,11598.0,172.30341438178996,287.94357082845704,0.0,41.0,107.0,218.0,9396.0,0,11.840913842897395
sigsuspend,11598.0,0.03517847904811174,0.9270934226997137,0.0,0.0,0.0,0.0,45.0,0,37.55174149057961
socket,11598.0,19.931453698913607,52.949832763289365,0.0,1.0,4.0,19.0,1837.0,0,13.816303312488339
socketpair,11598.0,3.434299017071909,5.202441668540346,0.0,0.0,0.0,9.0,33.0,0,0.9664321252087221
startBluetoothSco,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0,0,107.69401097554126
startInput,11598.0,0.12528022072771167,0.3647586573287693,0.0,0.0,0.0,0.0,7.0,0,3.4409762703193185
startScan,11598.0,0.0012933264355923435,0.04045592551670653,0.0,0.0,0.0,0.0,2.0,0,35.0719562520242
startWatchingRoutes,11598.0,0.002500431108811864,0.04994390877905695,0.0,0.0,0.0,0.0,1.0,0,19.925768183992915
startWifiDisplayScan,11598.0,8.62217623728229e-05,0.009285567423309297,0.0,0.0,0.0,0.0,1.0,0,107.69401097554125
stat64,11598.0,147.87351267459906,440.0715837576869,0.0,22.0,46.0,116.0,18919.0,0,18.98689274481973
statfs64,11598.0,1.8197102948784274,6.354954424561917,0.0,0.0,0.0,1.0,141.0,0,10.132557846951846
statusBarVisibilityChanged,11598.0,0.01310570788066908,0.14799628405820364,0.0,0.0,0.0,0.0,2.0,0,12.078701648582523
stop,11598.0,0.0010346611484738748,0.03938343476270922,0.0,0.0,0.0,0.0,2.0,0,42.27664535831986
stopListening,11598.0,0.0002586652871184687,0.01608168766387291,0.0,0.0,0.0,0.0,1.0,0,62.16107875993708
stopUsingNetworkFeature,11598.0,0.0001724435247456458,0.018571134846618598,0.0,0.0,0.0,0.0,2.0,0,107.69401097554125
symlink,11598.0,0.0004311088118641145,0.030795053148746736,0.0,0.0,0.0,0.0,3.0,0,85.59951172165535
sync,11598.0,0.0030177616830488014,0.057912270031364475,0.0,0.0,0.0,0.0,2.0,0,20.713161945800497
sysinfo,11598.0,0.018710122434902568,0.1355051177117283,0.0,0.0,0.0,0.0,1.0,0,7.104866522112463
timer_create,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0,0,107.69401097554123
timer_settime,11598.0,0.002500431108811864,0.2692814552759697,0.0,0.0,0.0,0.0,29.0,0,107.69401097554127
toggleSoftInput,11598.0,0.0015519917227108122,0.04352738738461187,0.0,0.0,0.0,0.0,2.0,0,31.266449608818306
truncate,11598.0,0.0007759958613554061,0.0748618433976874,0.0,0.0,0.0,0.0,8.0,0,105.42338132056948
ugetrlimit,11598.0,1.4662872909122262,3.77458676485075,0.0,0.0,0.0,2.0,90.0,0,7.585195355549668
umask,11598.0,0.023624762890153476,1.581384954717866,0.0,0.0,0.0,0.0,164.0,0,97.65135016326262
uname,11598.0,1.070098292809105,0.525130310057272,0.0,1.0,1.0,1.0,23.0,0,11.194495041545276
